,product_id,fit,sustainable,product_name,product_price,color_name,style_id,color_id,scrapy_datetime,size_number,size_model,cotton,polyester,elastane,elasterell
124,986779004,relaxed_fit,,relaxed_tapered_pull-on_jeans,29.99,dark_denim_blue,986779,4,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
125,986779002,relaxed_fit,,relaxed_tapered_pull-on_jeans,29.99,denim_blue,986779,2,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
126,986779003,relaxed_fit,,relaxed_tapered_pull-on_jeans,29.99,black,986779,3,2021-10-09 11:57:22,,,0.65,0.0,0.0,0.0
127,986779005,relaxed_fit,,relaxed_tapered_pull-on_jeans,29.99,denim_blue,986779,5,2021-10-09 11:57:22,,,0.65,0.0,0.0,0.0
128,931747003,regular_fit,,regular_tapered_jeans,29.99,denim_blue,931747,3,2021-10-09 11:57:22,,,0.99,0.0,0.01,0.0
129,931747002,regular_fit,,regular_tapered_jeans,29.99,light_denim_blue,931747,2,2021-10-09 11:57:22,,,0.99,0.0,0.01,0.0
130,952016003,regular_fit,,hybrid_regular_tapered_joggers,39.99,light_denim_blue,952016,3,2021-10-09 11:57:22,,,0.77,0.21,0.02,0.0
131,952016001,regular_fit,,hybrid_regular_tapered_joggers,29.99,denim_blue,952016,1,2021-10-09 11:57:22,,,0.77,0.21,0.02,0.0
132,952016002,regular_fit,,hybrid_regular_tapered_joggers,39.99,black,952016,2,2021-10-09 11:57:22,,,0.79,0.2,0.01,0.0
133,720504013,skinny_fit,,skinny_jeans,24.99,light_blue,720504,13,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
134,720504001,skinny_fit,,skinny_jeans,14.99,black,720504,1,2021-10-09 11:57:22,,,0.8,0.19,0.01,0.0
135,720504002,skinny_fit,,skinny_jeans,12.99,dark_denim_blue,720504,2,2021-10-09 11:57:22,,,0.65,0.0,0.0,0.0
136,720504003,skinny_fit,,skinny_jeans,10.99,denim_blue,720504,3,2021-10-09 11:57:22,,,0.9,0.08,0.02,0.0
137,720504004,skinny_fit,,skinny_jeans,12.99,light_denim_blue,720504,4,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
138,720504005,skinny_fit,,skinny_jeans,12.99,light_gray,720504,5,2021-10-09 11:57:22,,,0.75,0.24,0.01,0.0
139,720504007,skinny_fit,,skinny_jeans,10.99,midnight_blue,720504,7,2021-10-09 11:57:22,,,0.87,0.11,0.02,0.0
140,720504008,skinny_fit,,skinny_jeans,24.99,dark_gray,720504,8,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
141,720504010,skinny_fit,,skinny_jeans,24.99,denim_blue,720504,10,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
142,720504011,skinny_fit,,skinny_jeans,14.99,dark_blue,720504,11,2021-10-09 11:57:22,,,0.73,0.26,0.01,0.0
143,814631004,slim_fit,,freefit®_slim_jeans,49.99,pale_denim_blue,814631,4,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
144,814631001,slim_fit,,freefit®_slim_jeans,49.99,dark_denim_blue,814631,1,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
145,814631002,slim_fit,,freefit®_slim_jeans,49.99,light_denim_blue,814631,2,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
146,814631003,slim_fit,,freefit®_slim_jeans,27.99,dark_gray,814631,3,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
147,814631005,slim_fit,,freefit®_slim_jeans,49.99,light_gray,814631,5,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
148,814631006,slim_fit,,freefit®_slim_jeans,49.99,black_no_fade_black,814631,6,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
